Order ID,Date,Product,Category,Region,Quantity,Unit Price,Discount,Revenue,Cost,Profit
10082,2025-02-01,Running Shoes,Sports,East,1,2224,0.1,2001.6000000000001,1304.222720327644,697.377279672356
10083,2025-02-01,Wireless Earbuds,Electronics,West,3,2513,0.15,6408.15,3716.876439484844,2691.2735605151556
10084,2025-02-01,Air Fryer,Home & Kitchen,South,4,4909,0.0,19636.0,11429.739323036763,8206.260676963237
10085,2025-02-01,Wireless Earbuds,Electronics,East,1,8330,0.05,7913.5,6408.246164835387,1505.2538351646126
10086,2025-02-01,Air Fryer,Home & Kitchen,North,1,6229,0.0,6229.0,4774.961398290632,1454.0386017093679
10087,2025-02-01,T-Shirt,Apparel,North,5,779,0.05,3700.25,3027.176356446919,673.0736435530812
10088,2025-02-01,Bluetooth Speaker,Electronics,East,4,5312,0.05,20185.6,14532.373070484651,5653.226929515347
10089,2025-02-01,Running Shoes,Sports,North,5,4537,0.05,21550.75,17096.482868538944,4454.267131461056
10090,2025-02-01,Power Bank,Electronics,South,4,2467,0.0,9868.0,5879.488348743189,3988.511651256811
10091,2025-02-01,Body Lotion,Beauty,South,4,1039,0.0,4156.0,3379.187901578359,776.8120984216412
10092,2025-02-01,Hoodie,Apparel,East,1,1924,0.0,1924.0,1480.9502368373655,443.04976316263446
10093,2025-02-01,Yoga Mat,Sports,North,3,4224,0.15,10771.199999999999,7135.839707052431,3635.3602929475683
10094,2025-02-01,Face Serum,Beauty,South,2,1297,0.1,2334.6,1312.5332269520757,1022.0667730479242
10095,2025-02-01,Wireless Earbuds,Electronics,South,1,3993,0.15,3394.0499999999997,2004.568561297481,1389.4814387025187
10096,2025-02-01,Hair Dryer,Beauty,North,3,1188,0.1,3207.6,2170.0926484267534,1037.5073515732465
10097,2025-02-01,Air Fryer,Home & Kitchen,North,4,3200,0.05,12160.0,9150.10697265981,3009.8930273401893
10098,2025-02-01,Jeans,Apparel,North,5,3424,0.1,15408.0,10046.318741075156,5361.681258924844
10099,2025-02-01,Wireless Earbuds,Electronics,South,1,5946,0.0,5946.0,3602.987412270514,2343.012587729486
10100,2025-02-01,Sneakers,Apparel,West,2,4119,0.0,8238.0,4580.244634308319,3657.7553656916807
10101,2025-02-01,Mixer Grinder,Home & Kitchen,South,3,5162,0.0,15486.0,11930.78836378756,3555.2116362124398
10102,2025-02-01,Hoodie,Apparel,South,3,2548,0.05,7261.799999999999,4935.209406889585,2326.5905931104144
10103,2025-02-01,Air Fryer,Home & Kitchen,North,2,3322,0.0,6644.0,3898.834062625595,2745.165937374405
10104,2025-02-01,Smart Watch,Electronics,South,2,3158,0.0,6316.0,5015.679904894078,1300.3200951059216
10105,2025-02-01,Mixer Grinder,Home & Kitchen,North,4,5837,0.05,22180.6,17363.821009121573,4816.778990878425
10106,2025-02-01,Sneakers,Apparel,South,1,2053,0.1,1847.7,1049.2787383947611,798.4212616052389
10107,2025-02-01,Smart Watch,Electronics,North,2,6100,0.0,12200.0,8619.366884149906,3580.6331158500943
10108,2025-02-01,Coffee Maker,Home & Kitchen,North,3,4645,0.05,13238.25,7924.656903408088,5313.593096591912
10109,2025-02-01,Yoga Mat,Sports,East,3,1566,0.05,4463.099999999999,2662.3568206331984,1800.743179366801
10110,2025-02-01,Bluetooth Speaker,Electronics,North,5,7385,0.0,36925.0,22073.5002756181,14851.499724381902
10111,2025-03-01,Wireless Earbuds,Electronics,North,1,2323,0.0,2323.0,1506.1236995479635,816.8763004520365
10112,2025-03-01,Face Serum,Beauty,East,1,2796,0.05,2656.2,1954.171316698666,702.0286833013338
10113,2025-03-01,Hair Dryer,Beauty,East,5,836,0.0,4180.0,3208.8787643744486,971.1212356255514
10114,2025-03-01,Yoga Mat,Sports,West,2,5023,0.0,10046.0,6779.888414733873,3266.111585266127
10115,2025-03-01,Dumbbell Set,Sports,East,3,2546,0.1,6874.2,5172.123213559826,1702.0767864401741
10116,2025-03-01,Smart Watch,Electronics,South,3,3706,0.0,11118.0,6923.130485257709,4194.869514742291
10117,2025-03-01,Mixer Grinder,Home & Kitchen,East,1,2496,0.0,2496.0,1593.5070155797403,902.4929844202597
10118,2025-03-01,Wireless Earbuds,Electronics,North,4,7968,0.05,30278.399999999998,23104.727456383072,7173.672543616925
10119,2025-03-01,Coffee Maker,Home & Kitchen,West,2,5918,0.1,10652.4,7100.336740569399,3552.0632594306007
10120,2025-03-01,Wireless Earbuds,Electronics,North,4,7201,0.05,27363.8,16855.426336386,10508.373663613998
10121,2025-03-01,Mixer Grinder,Home & Kitchen,North,1,2512,0.0,2512.0,1534.4297167205452,977.5702832794548
10122,2025-03-01,Storage Set,Home & Kitchen,West,3,4717,0.0,14151.0,8445.470631694341,5705.529368305659
10123,2025-03-01,Jeans,Apparel,East,3,3290,0.0,9870.0,8046.4407761997445,1823.5592238002555
10124,2025-03-01,Smart Watch,Electronics,West,4,5970,0.1,21492.0,16561.93849618732,4930.061503812682
10125,2025-03-01,Power Bank,Electronics,South,3,7360,0.1,19872.0,13800.307483583043,6071.692516416957
10126,2025-03-01,Air Fryer,Home & Kitchen,West,5,2341,0.1,10534.5,6361.435546032293,4173.064453967707
10127,2025-03-01,Fitness Band,Sports,East,1,5315,0.0,5315.0,3649.534482573481,1665.465517426519
10128,2025-03-01,T-Shirt,Apparel,East,3,1601,0.0,4803.0,2815.9602972012312,1987.0397027987688
10129,2025-03-01,Power Bank,Electronics,South,5,7087,0.1,31891.5,19732.960559177613,12158.539440822387
10130,2025-03-01,Yoga Mat,Sports,North,3,3858,0.05,10995.3,7270.0598888973345,3725.2401111026647
10131,2025-03-01,Air Fryer,Home & Kitchen,North,4,1435,0.0,5740.0,4602.867416391509,1137.1325836084907
10132,2025-03-01,Hoodie,Apparel,West,3,2270,0.15,5788.5,4311.454641186417,1477.0453588135833
10133,2025-03-01,Wireless Earbuds,Electronics,West,3,2672,0.1,7214.400000000001,5525.328782872553,1689.0712171274472
10134,2025-03-01,T-Shirt,Apparel,North,3,4150,0.05,11827.5,9404.32739767226,2423.1726023277406
10135,2025-03-01,Mixer Grinder,Home & Kitchen,North,2,3543,0.05,6731.7,4999.776724864391,1731.9232751356085
10136,2025-03-01,T-Shirt,Apparel,South,1,1746,0.0,1746.0,1232.5385778305658,513.4614221694342
10137,2025-03-01,Coffee Maker,Home & Kitchen,East,2,3197,0.0,6394.0,3912.08485438475,2481.91514561525
10138,2025-03-01,Moisturizer,Beauty,South,3,1702,0.0,5106.0,3000.3032648151993,2105.6967351848007
10139,2025-03-01,Yoga Mat,Sports,North,4,1377,0.1,4957.2,3781.9532057802053,1175.2467942197945
10140,2025-03-01,Wireless Earbuds,Electronics,North,5,2750,0.0,13750.0,8321.871802141633,5428.128197858367
10141,2025-03-01,Yoga Mat,Sports,East,2,3812,0.0,7624.0,5297.536132404009,2326.4638675959914
10142,2025-03-01,Air Fryer,Home & Kitchen,West,4,4428,0.05,16826.399999999998,11464.10429446374,5362.2957055362585
10143,2025-03-01,Air Fryer,Home & Kitchen,South,3,1294,0.05,3687.8999999999996,2591.4403232049463,1096.4596767950534
10144,2025-03-01,Running Shoes,Sports,North,4,5006,0.15,17020.399999999998,10935.292964058053,6085.107035941945
10145,2025-03-01,Bluetooth Speaker,Electronics,East,2,4149,0.05,7883.099999999999,6276.525405520492,1606.5745944795071
10146,2025-03-01,Smart Watch,Electronics,North,1,3439,0.1,3095.1,2481.2548099510577,613.8451900489422
10147,2025-03-01,Body Lotion,Beauty,North,5,2363,0.05,11224.25,8510.63716316582,2713.6128368341797
10148,2025-03-01,Air Fryer,Home & Kitchen,South,3,4733,0.15,12069.15,9654.15530873818,2414.9946912618198
10149,2025-03-01,Mixer Grinder,Home & Kitchen,North,5,4617,0.1,20776.5,12126.389632925311,8650.110367074689
10150,2025-03-01,Jeans,Apparel,South,3,1635,0.05,4659.75,3040.0793265740567,1619.6706734259433
10151,2025-03-01,Dumbbell Set,Sports,West,1,5112,0.05,4856.4,2820.8504833174193,2035.5495166825804
10152,2025-03-01,Mixer Grinder,Home & Kitchen,East,2,4481,0.05,8513.9,6793.945554318393,1719.9544456816066
10153,2025-03-01,Hair Dryer,Beauty,West,3,1702,0.0,5106.0,3604.6349645496884,1501.3650354503116
10154,2025-03-01,Wireless Earbuds,Electronics,West,1,8120,0.1,7308.0,4567.123905545463,2740.8760944545375
10155,2025-03-01,Smart Watch,Electronics,North,1,2766,0.15,2351.1,1584.4698326262358,766.6301673737642
10156,2025-03-01,Moisturizer,Beauty,West,5,1883,0.05,8944.25,6357.161059114496,2587.0889408855037
10157,2025-03-01,Bluetooth Speaker,Electronics,East,3,2751,0.1,7427.7,4496.6382410542155,2931.0617589457843
10158,2025-03-01,Wireless Earbuds,Electronics,North,3,3865,0.0,11595.0,8612.719433822025,2982.280566177975
10159,2025-03-01,Moisturizer,Beauty,West,1,2661,0.05,2527.95,1912.7637508947787,615.1862491052211
10160,2025-03-01,Power Bank,Electronics,North,3,6695,0.0,20085.0,15913.470240927318,4171.529759072682
10161,2025-03-01,Face Serum,Beauty,East,4,2323,0.1,8362.800000000001,6087.3612681796785,2275.4387318203226
10162,2025-03-01,Bluetooth Speaker,Electronics,East,3,7686,0.0,23058.0,13330.044634518084,9727.955365481916
10163,2025-03-01,Running Shoes,Sports,East,1,4575,0.0,4575.0,2639.0849804059817,1935.9150195940183
10164,2025-03-01,Smart Watch,Electronics,West,3,5783,0.0,17349.0,12671.414439278318,4677.585560721682
10165,2025-03-01,Bluetooth Speaker,Electronics,East,2,7950,0.05,15105.0,11309.026579227917,3795.973420772083
10166,2025-04-01,Sneakers,Apparel,North,3,2271,0.05,6472.349999999999,4789.962657296207,1682.3873427037925
10167,2025-04-01,T-Shirt,Apparel,West,3,1445,0.1,3901.5,2528.2733894223693,1373.2266105776307
10168,2025-04-01,Power Bank,Electronics,North,5,6829,0.1,30730.5,19911.662500148595,10818.837499851405
10169,2025-04-01,Jeans,Apparel,West,2,3601,0.1,6481.8,3764.916194822324,2716.883805177676
10170,2025-04-01,Hair Dryer,Beauty,South,1,1020,0.05,969.0,698.6869066531149,270.3130933468851
10171,2025-04-01,Smart Watch,Electronics,South,3,4341,0.15,11069.55,7659.424014527348,3410.1259854726513
10172,2025-04-01,Bluetooth Speaker,Electronics,North,3,3975,0.0,11925.0,8414.988922037017,3510.011077962983
10173,2025-04-01,Wireless Earbuds,Electronics,North,1,7297,0.1,6567.3,3800.997313480992,2766.302686519008
10174,2025-04-01,Bluetooth Speaker,Electronics,North,3,6063,0.0,18189.0,13113.113582090324,5075.886417909676
10175,2025-04-01,Mixer Grinder,Home & Kitchen,North,1,4169,0.0,4169.0,3160.7109733648545,1008.2890266351455
10176,2025-04-01,Mixer Grinder,Home & Kitchen,West,3,4976,0.0,14928.0,10641.440766330845,4286.559233669155
10177,2025-04-01,Wireless Earbuds,Electronics,East,3,2936,0.1,7927.2,5666.435966602479,2260.7640333975205
10178,2025-04-01,Jeans,Apparel,East,5,4083,0.0,20415.0,11400.132999614556,9014.867000385444
10179,2025-04-01,Bluetooth Speaker,Electronics,West,3,5720,0.05,16302.0,11593.127673221645,4708.872326778355
10180,2025-04-01,Mixer Grinder,Home & Kitchen,South,5,3320,0.0,16600.0,12393.74200530455,4206.25799469545
10181,2025-04-01,Coffee Maker,Home & Kitchen,West,2,5320,0.0,10640.0,8205.11713821444,2434.8828617855597
10182,2025-04-01,Fitness Band,Sports,East,2,3222,0.0,6444.0,4949.031746530946,1494.9682534690537
10183,2025-04-01,T-Shirt,Apparel,South,1,2220,0.0,2220.0,1545.815427858588,674.184572141412
10184,2025-04-01,Sneakers,Apparel,East,5,3852,0.05,18297.0,13483.32776126545,4813.672238734551
10185,2025-04-01,T-Shirt,Apparel,South,1,1991,0.0,1991.0,1625.9906910587576,365.00930894124235
10186,2025-04-01,Jeans,Apparel,West,2,1739,0.15,2956.2999999999997,1770.1004210559827,1186.199578944017
10187,2025-04-01,Moisturizer,Beauty,East,5,636,0.0,3180.0,1847.9811434429184,1332.0188565570816
10188,2025-04-01,Air Fryer,Home & Kitchen,South,4,2134,0.05,8109.2,5603.922145354607,2505.277854645393
10189,2025-04-01,Moisturizer,Beauty,East,3,2735,0.05,7794.75,6149.664553667658,1645.0854463323421
10190,2025-04-01,Moisturizer,Beauty,East,4,538,0.0,2152.0,1497.0660205217662,654.9339794782338
10191,2025-04-01,Yoga Mat,Sports,North,2,5011,0.0,10022.0,7884.303912573116,2137.6960874268843
10192,2025-04-01,Coffee Maker,Home & Kitchen,South,2,3661,0.0,7322.0,4393.768813858605,2928.2311861413946
10193,2025-04-01,Storage Set,Home & Kitchen,East,3,2013,0.0,6039.0,4572.37352075087,1466.6264792491302
10194,2025-04-01,Air Fryer,Home & Kitchen,West,1,1471,0.1,1323.9,1079.9085883156956,243.99141168430447
10195,2025-04-01,Yoga Mat,Sports,East,4,5384,0.1,19382.4,10677.832342468699,8704.567657531303
10196,2025-04-01,Storage Set,Home & Kitchen,South,2,1345,0.0,2690.0,1510.0722836328898,1179.9277163671102
10197,2025-04-01,Smart Watch,Electronics,East,1,6294,0.0,6294.0,4616.678999262948,1677.3210007370517
10198,2025-04-01,Smart Watch,Electronics,North,5,5868,0.0,29340.0,19444.991389613046,9895.008610386954
10199,2025-04-01,Hoodie,Apparel,West,3,1785,0.05,5087.25,3027.4182294093657,2059.8317705906343
10200,2025-04-01,Jeans,Apparel,West,4,2033,0.05,7725.4,5318.365432211872,2407.034567788128
10201,2025-04-01,Smart Watch,Electronics,North,2,2736,0.0,5472.0,4161.389284626464,1310.6107153735356
10202,2025-04-01,Air Fryer,Home & Kitchen,South,1,4370,0.05,4151.5,2871.8354344717786,1279.6645655282214
10203,2025-04-01,Bluetooth Speaker,Electronics,South,2,3909,0.15,6645.3,5265.122757345089,1380.1772426549114
10204,2025-04-01,Air Fryer,Home & Kitchen,West,5,3230,0.0,16150.0,12784.804944473995,3365.1950555260046
10205,2025-04-01,Jeans,Apparel,North,3,3382,0.0,10146.0,8014.954264954673,2131.045735045327
10206,2025-04-01,Sneakers,Apparel,South,1,2186,0.05,2076.7,1451.05568541688,625.6443145831199
10207,2025-04-01,Power Bank,Electronics,West,3,5772,0.0,17316.0,12013.887211004772,5302.112788995228
10208,2025-04-01,Sneakers,Apparel,North,4,1672,0.1,6019.2,4115.264213358679,1903.935786641321
10209,2025-04-01,Air Fryer,Home & Kitchen,East,2,2791,0.05,5302.9,3695.16839622924,1607.7316037707596
10210,2025-04-01,T-Shirt,Apparel,South,3,3083,0.05,8786.55,6850.495800778712,1936.0541992212875
10211,2025-04-01,T-Shirt,Apparel,North,3,3304,0.05,9416.4,6908.228942064997,2508.171057935003
10212,2025-04-01,Moisturizer,Beauty,West,5,1056,0.1,4752.0,2651.125434024661,2100.874565975339
10213,2025-04-01,Hoodie,Apparel,West,3,2274,0.0,6822.0,5258.746180405866,1563.2538195941343
10214,2025-04-01,T-Shirt,Apparel,West,2,1947,0.0,3894.0,2484.905733664032,1409.0942663359679
10215,2025-04-01,Body Lotion,Beauty,East,2,1199,0.0,2398.0,1848.9621775968274,549.0378224031726
10216,2025-04-01,Bluetooth Speaker,Electronics,South,2,7152,0.15,12158.4,7809.407006762485,4348.992993237514
10217,2025-04-01,Moisturizer,Beauty,North,5,777,0.15,3302.25,2429.561569146322,872.6884308536778
10218,2025-04-01,Bluetooth Speaker,Electronics,West,1,8467,0.0,8467.0,5987.744067304377,2479.2559326956234
10219,2025-04-01,Mixer Grinder,Home & Kitchen,West,3,3553,0.15,9060.15,6636.868911646654,2423.2810883533457
10220,2025-04-01,Coffee Maker,Home & Kitchen,East,4,3628,0.0,14512.0,8238.738984715681,6273.261015284319
10221,2025-05-01,Jeans,Apparel,East,3,3206,0.05,9137.1,6125.454556977446,3011.645443022554
10222,2025-05-01,Wireless Earbuds,Electronics,West,1,8340,0.1,7506.0,5196.377573864885,2309.6224261351153
10223,2025-05-01,Jeans,Apparel,West,2,2410,0.05,4579.0,3327.6418495521957,1251.3581504478043
10224,2025-05-01,Wireless Earbuds,Electronics,South,4,5311,0.0,21244.0,17096.667684170927,4147.332315829073
10225,2025-05-01,Coffee Maker,Home & Kitchen,West,3,5865,0.1,15835.5,9692.71546362884,6142.78453637116
10226,2025-05-01,Power Bank,Electronics,North,1,2591,0.0,2591.0,2029.7291008403147,561.2708991596853
10227,2025-05-01,Storage Set,Home & Kitchen,West,1,4876,0.1,4388.400000000001,3327.0606242197086,1061.339375780292
10228,2025-05-01,Sneakers,Apparel,East,3,1048,0.0,3144.0,1756.8108232465343,1387.1891767534657
10229,2025-05-01,Jeans,Apparel,West,1,3481,0.0,3481.0,2032.2083705174114,1448.7916294825886
10230,2025-05-01,Fitness Band,Sports,North,1,1016,0.05,965.1999999999999,643.7658357690093,321.43416423099063
10231,2025-05-01,T-Shirt,Apparel,West,5,973,0.05,4621.75,3035.552332684006,1586.1976673159938
10232,2025-05-01,Hoodie,Apparel,West,3,2024,0.1,5464.8,4411.2692548315745,1053.5307451684257
10233,2025-05-01,Jeans,Apparel,South,3,1811,0.0,5433.0,3138.9372060743367,2294.0627939256633
10234,2025-05-01,Hair Dryer,Beauty,West,4,1213,0.1,4366.8,3511.4929020401364,855.3070979598638
10235,2025-05-01,Wireless Earbuds,Electronics,North,1,5844,0.0,5844.0,4515.184224317576,1328.815775682424
10236,2025-05-01,Coffee Maker,Home & Kitchen,South,2,2909,0.05,5527.099999999999,4265.754962901499,1261.3450370985001
10237,2025-05-01,Power Bank,Electronics,North,3,2116,0.1,5713.2,3190.9836499068215,2522.2163500931783
10238,2025-05-01,Jeans,Apparel,East,1,4141,0.15,3519.85,2836.2410119908022,683.6089880091977
10239,2025-05-01,Body Lotion,Beauty,South,3,2554,0.05,7278.9,5090.210413783333,2188.6895862166666
10240,2025-05-01,Moisturizer,Beauty,South,3,1308,0.0,3924.0,2622.895573726336,1301.104426273664
10241,2025-05-01,Fitness Band,Sports,East,4,3856,0.05,14652.8,10495.073068761129,4157.726931238871
10242,2025-05-01,Mixer Grinder,Home & Kitchen,West,5,3127,0.1,14071.5,9386.913878577177,4684.5861214228225
10243,2025-05-01,Power Bank,Electronics,South,2,2461,0.0,4922.0,3428.0215581528964,1493.9784418471036
10244,2025-05-01,Storage Set,Home & Kitchen,South,3,5330,0.0,15990.0,10600.857407614856,5389.142592385144
10245,2025-05-01,Bluetooth Speaker,Electronics,West,1,7644,0.1,6879.6,5163.351421476795,1716.2485785232057
10246,2025-05-01,Storage Set,Home & Kitchen,West,4,4653,0.15,15820.199999999999,8872.434566095613,6947.765433904386
10247,2025-05-01,Sneakers,Apparel,North,4,1973,0.1,7102.8,4839.852282430873,2262.9477175691272
